Processes,Size,Latency
2,2,1.02
2,4,1.03
2,8,1.02
2,16,1.02
2,32,1.04
2,64,1.27
2,128,1.13
2,256,1.24
2,512,1.50
2,1024,1.58
2,2048,1.89
2,4096,2.50
2,8192,3.27
2,16384,4.70
2,32768,6.85
2,65536,11.10
2,131072,26.19
2,262144,41.53
2,524288,73.96
2,1048576,154.42
4,2,0.42
4,4,0.38
4,8,0.39
4,16,0.52
4,32,0.51
4,64,1.14
4,128,1.20
4,256,1.41
4,512,1.64
4,1024,2.36
4,2048,2.29
4,4096,5.54
4,8192,5.41
4,16384,8.86
4,32768,11.18
4,65536,18.74
4,131072,34.78
4,262144,56.91
4,524288,104.02
4,1048576,247.70
6,2,0.50
6,4,0.51
6,8,0.49
6,16,0.64
6,32,0.65
6,64,1.10
6,128,1.15
6,256,1.38
6,512,1.65
6,1024,2.34
6,2048,2.78
6,4096,5.52
6,8192,6.41
6,16384,10.73
6,32768,13.18
6,65536,20.95
6,131072,36.26
6,262144,72.98
6,524288,129.24
6,1048576,351.88
8,2,1.83
8,4,1.83
8,8,1.88
8,16,2.16
8,32,2.09
8,64,3.02
8,128,2.80
8,256,3.36
8,512,3.84
8,1024,4.75
8,2048,6.71
8,4096,9.59
8,8192,15.10
8,16384,9.92
8,32768,16.36
8,65536,27.38
8,131072,44.35
8,262144,92.11
8,524288,157.08
8,1048576,451.28
10,2,2.05
10,4,2.07
10,8,2.32
10,16,2.33
10,32,2.32
10,64,2.83
10,128,2.98
10,256,3.38
10,512,3.86
10,1024,4.88
10,2048,6.65
10,4096,9.52
10,8192,14.98
10,16384,10.36
10,32768,15.82
10,65536,25.36
10,131072,47.21
10,262144,114.78
10,524288,184.13
10,1048576,574.57
12,2,2.03
12,4,2.01
12,8,2.33
12,16,2.30
12,32,2.48
12,64,2.96
12,128,3.12
12,256,3.56
12,512,4.25
12,1024,5.25
12,2048,7.33
12,4096,11.02
12,8192,17.53
12,16384,11.13
12,32768,17.77
12,65536,29.69
12,131072,54.53
12,262144,114.82
12,524288,204.91
12,1048576,673.48
14,2,1.93
14,4,1.95
14,8,2.27
14,16,2.23
14,32,2.37
14,64,2.91
14,128,3.06
14,256,3.59
14,512,4.27
14,1024,5.35
14,2048,7.86
14,4096,11.87
14,8192,18.73
14,16384,11.57
14,32768,18.24
14,65536,30.92
14,131072,60.84
14,262144,129.95
14,524288,233.45
14,1048576,771.92
16,2,2.05
16,4,2.07
16,8,2.41
16,16,2.30
16,32,2.42
16,64,3.13
16,128,3.43
16,256,3.99
16,512,4.76
