Processes,Size,Latency
14,16384,15.12
14,32768,29.20
14,65536,60.41
14,131072,119.48
14,262144,199.59
14,524288,425.29
14,1048576,852.96
16,2,1.57
16,4,1.58
16,8,1.54
16,16,1.54
16,32,1.97
16,64,1.69
16,128,3.35
16,256,3.34
16,512,3.54
16,1024,4.52
16,2048,5.49
16,4096,8.02
16,8192,11.16
16,16384,17.11
16,32768,34.97
16,65536,72.08
16,131072,146.70
16,262144,298.02
16,524288,583.69
16,1048576,1004.13
18,2,2.37
18,4,2.23
18,8,2.50
18,16,2.39
18,32,2.67
18,64,2.49
18,128,3.89
18,256,3.96
18,512,4.20
18,1024,5.57
18,2048,6.67
18,4096,9.12
18,8192,13.27
18,16384,21.02
18,32768,39.84
18,65536,82.62
18,131072,166.68
18,262144,276.92
18,524288,673.43
18,1048576,1192.58
20,2,2.28
20,4,2.29
20,8,2.71
20,16,2.27
20,32,2.85
20,64,2.65
20,128,4.60
20,256,4.72
20,512,4.82
20,1024,6.51
20,2048,7.80
20,4096,10.88
20,8192,15.57
20,16384,20.77
20,32768,42.75
20,65536,92.59
20,131072,188.30
20,262144,390.01
20,524288,750.33
20,1048576,1471.34
22,2,2.37
22,4,2.37
22,8,2.63
22,16,2.41
22,32,2.94
22,64,2.80
22,128,5.15
22,256,5.27
22,512,5.45
22,1024,7.42
22,2048,8.98
22,4096,12.68
22,8192,17.86
22,16384,22.49
22,32768,47.63
22,65536,102.51
22,131072,207.75
22,262144,421.27
22,524288,871.32
22,1048576,1643.69
24,2,2.57
24,4,2.56
24,8,2.71
24,16,2.67
24,32,3.06
24,64,3.06
24,128,5.95
24,256,6.03
24,512,6.35
24,1024,8.44
24,2048,10.31
24,4096,14.19
24,8192,20.42
24,16384,23.07
24,32768,52.20
24,65536,111.10
24,131072,226.09
24,262144,476.47
24,524288,976.09
24,1048576,1749.62
26,2,2.37
26,4,2.37
26,8,2.33
26,16,2.34
26,32,2.99
26,64,2.75
26,128,5.89
26,256,6.10
26,512,6.38
26,1024,8.80
26,2048,10.74
26,4096,15.14
26,8192,22.20
26,16384,22.77
26,32768,48.38
26,65536,104.64
26,131072,218.34
26,262144,431.03
26,524288,897.08
26,1048576,1594.41
28,2,2.40
28,4,2.58
28,8,2.44
28,16,2.40
28,32,3.11
28,64,2.92
28,128,6.25
28,256,6.43
28,512,6.82
28,1024,9.33
28,2048,11.53
28,4096,16.53
28,8192,24.11
28,16384,22.99
28,32768,47.71
28,65536,102.76
28,131072,203.34
28,262144,415.44
28,524288,859.46
28,1048576,1344.68
30,2,2.93
30,4,2.88
30,8,2.73
30,16,2.71
30,32,3.48
30,64,3.26
30,128,6.92
30,256,7.23
30,512,7.73
30,1024,10.37
30,2048,12.67
30,4096,17.95
30,8192,26.22
30,16384,22.32
30,32768,46.16
30,65536,96.03
30,131072,202.10
30,262144,407.17
30,524288,795.51
30,1048576,1582.46
32,2,3.32
32,4,3.63
32,8,3.34
32,16,3.32
32,32,3.68
32,64,3.69
32,128,7.66
32,256,7.93
32,512,8.46
32,1024,11.47
32,2048,14.00
32,4096,19.29
32,8192,28.18
32,16384,21.03
32,32768,44.86
32,65536,65.93
32,131072,196.95
32,262144,390.76
32,524288,802.80
32,1048576,1539.03
34,2,5.08
34,4,4.69
34,8,4.80
34,16,4.77
34,32,5.24
34,64,5.04
34,128,9.22
34,256,9.59
34,512,10.11
34,1024,12.95
34,2048,15.97
34,4096,21.54
34,8192,30.32
34,16384,23.73
34,32768,46.33
34,65536,96.19
34,131072,195.07
34,262144,398.25
34,524288,805.61
34,1048576,1424.88
36,2,4.79
36,4,4.58
36,8,4.69
36,16,4.70
36,32,4.99
36,64,4.97
36,128,9.07
36,256,9.50
36,512,9.89
36,1024,13.09
36,2048,16.27
36,4096,21.60
36,8192,31.31
36,16384,23.80
36,32768,46.03
36,65536,94.74
36,131072,199.22
36,262144,392.59
36,524288,805.59
36,1048576,1583.63
38,2,4.40
38,4,4.15
38,8,4.22
38,16,4.21
38,32,4.77
38,64,4.73
38,128,8.70
38,256,9.06
38,512,9.54
38,1024,12.83
38,2048,16.47
38,4096,22.24
38,8192,32.51
38,16384,24.52
38,32768,48.86
38,65536,92.75
38,131072,203.74
38,262144,354.77
38,524288,730.16
38,1048576,1552.36
40,2,4.71
40,4,4.27
40,8,4.25
40,16,4.28
40,32,4.67
40,64,4.73
40,128,8.84
40,256,9.15
40,512,9.60
40,1024,13.03
40,2048,16.50
40,4096,23.16
40,8192,34.23
40,16384,25.27
40,32768,47.92
40,65536,96.96
40,131072,207.05
40,262144,414.73
40,524288,827.80
40,1048576,1621.52
42,2,4.77
42,4,4.37
42,8,4.46
42,16,4.50
42,32,4.82
42,64,4.81
42,128,9.24
42,256,9.69
42,512,10.06
42,1024,13.45
42,2048,17.16
42,4096,24.14
42,8192,36.09
42,16384,25.40
42,32768,48.36
42,65536,95.83
42,131072,217.85
42,262144,433.20
42,524288,868.15
42,1048576,1723.51
44,2,4.66
44,4,4.37
44,8,4.39
44,16,4.46
44,32,4.89
44,64,4.89
44,128,9.53
44,256,9.91
44,512,10.30
44,1024,13.93
44,2048,17.57
44,4096,24.98
44,8192,36.77
44,16384,26.36
44,32768,49.47
44,65536,99.85
44,131072,224.33
44,262144,448.32
44,524288,905.19
44,1048576,1773.68
46,2,4.99
46,4,4.63
46,8,4.62
46,16,4.58
46,32,5.05
46,64,5.34
46,128,9.90
46,256,10.36
46,512,11.03
46,1024,14.56
46,2048,18.49
46,4096,26.52
46,8192,38.83
46,16384,27.18
46,32768,52.12
46,65536,103.75
46,131072,230.44
46,262144,467.74
46,524288,845.52
46,1048576,1840.73
48,2,5.21
48,4,4.89
48,8,5.04
48,16,4.92
48,32,5.36
48,64,5.55
48,128,10.57
48,256,10.91
48,512,11.45
48,1024,15.21
48,2048,19.27
48,4096,27.27
48,8192,40.00
48,16384,28.96
48,32768,54.55
48,65536,105.58
48,131072,246.14
48,262144,492.78
48,524288,993.15
48,1048576,1930.59
