Processes,Size,Latency
2,2,0.37
2,4,0.38
2,8,0.39
2,16,0.37
2,32,0.52
2,64,0.51
2,128,0.80
2,256,0.80
2,512,0.93
2,1024,1.05
2,2048,1.40
2,4096,2.08
2,8192,3.72
2,16384,4.34
2,32768,7.00
2,65536,9.88
2,131072,14.75
2,262144,25.42
2,524288,47.38
2,1048576,118.62
4,2,0.33
4,4,0.38
4,8,0.38
4,16,0.34
4,32,0.60
4,64,0.60
4,128,1.11
4,256,1.15
4,512,1.32
4,1024,1.68
4,2048,2.48
4,4096,3.92
4,8192,6.19
4,16384,7.23
4,32768,11.53
4,65536,18.35
4,131072,22.12
4,262144,66.85
4,524288,139.21
4,1048576,173.72
6,2,0.66
6,4,0.65
6,8,0.65
6,16,0.65
6,32,0.71
6,64,0.70
6,128,1.59
6,256,1.65
6,512,2.04
6,1024,2.39
6,2048,3.60
6,4096,5.27
6,8192,8.28
6,16384,9.13
6,32768,14.14
6,65536,28.87
6,131072,62.03
6,262144,92.44
6,524288,172.21
6,1048576,203.01
8,2,1.18
8,4,1.18
8,8,1.21
8,16,1.18
8,32,1.32
8,64,1.26
8,128,2.50
8,256,2.53
8,512,2.75
8,1024,3.71
8,2048,5.01
8,4096,7.05
8,8192,10.71
8,16384,10.08
8,32768,16.78
8,65536,33.45
8,131072,65.52
8,262144,126.41
8,524288,214.53
8,1048576,221.57
10,2,1.38
10,4,1.43
10,8,1.40
10,16,1.41
10,32,1.67
10,64,1.62
10,128,3.13
10,256,3.21
10,512,3.50
10,1024,4.63
10,2048,6.01
10,4096,8.34
10,8192,12.74
10,16384,12.63
10,32768,20.57
10,65536,43.15
10,131072,77.58
10,262144,125.16
10,524288,203.57
10,1048576,253.42
12,2,1.43
12,4,1.44
12,8,1.48
12,16,1.47
12,32,1.83
12,64,1.64
12,128,3.38
12,256,3.39
12,512,4.05
12,1024,5.20
12,2048,6.69
12,4096,9.47
12,8192,14.41
12,16384,15.30
12,32768,18.59
12,65536,52.31
12,131072,109.09
12,262144,138.44
12,524288,241.17
12,1048576,248.34
14,2,1.48
14,4,1.54
14,8,1.50
14,16,1.58
14,32,1.71
14,64,1.66
14,128,3.68
14,256,3.73
14,512,4.38
14,1024,5.87
14,2048,7.42
14,4096,10.43
14,8192,16.31
14,16384,16.91
14,32768,21.30
14,65536,60.58
14,131072,80.29
14,262144,155.81
14,524288,254.36
14,1048576,263.36
16,2,1.81
16,4,1.79
16,8,1.82
16,16,1.78
16,32,2.02
16,64,2.06
16,128,4.29
16,256,4.36
16,512,4.94
16,1024,6.76
16,2048,8.53
16,4096,12.00
16,8192,18.48
16,16384,19.31
16,32768,30.89
16,65536,47.04
16,131072,135.98
16,262144,154.27
16,524288,252.70
16,1048576,263.28
18,2,2.09
18,4,2.12
18,8,2.08
18,16,2.30
18,32,2.30
18,64,2.23
18,128,4.91
18,256,4.86
18,512,5.77
18,1024,7.68
18,2048,9.59
18,4096,13.33
18,8192,20.30
18,16384,22.03
18,32768,35.59
18,65536,73.70
18,131072,106.96
18,262144,159.54
18,524288,253.31
18,1048576,262.83
20,2,2.16
20,4,2.25
20,8,2.22
20,16,2.25
20,32,2.46
20,64,2.38
20,128,5.10
20,256,5.27
20,512,6.26
20,1024,8.25
20,2048,10.33
20,4096,14.37
20,8192,22.05
20,16384,23.37
20,32768,38.75
20,65536,63.17
20,131072,142.74
20,262144,200.84
20,524288,278.82
20,1048576,271.02
22,2,2.40
22,4,2.29
22,8,2.48
22,16,2.31
22,32,2.60
22,64,2.48
22,128,5.54
22,256,5.57
22,512,6.64
22,1024,8.79
22,2048,11.07
22,4096,15.44
22,8192,23.71
22,16384,23.67
22,32768,41.39
22,65536,78.87
22,131072,141.44
22,262144,165.76
22,524288,283.83
22,1048576,314.82
24,2,2.48
24,4,2.54
24,8,2.60
24,16,2.51
24,32,2.69
24,64,2.65
24,128,5.97
24,256,6.17
24,512,7.02
24,1024,9.67
24,2048,12.14
24,4096,16.71
24,8192,26.12
24,16384,28.74
24,32768,47.78
24,65536,99.31
24,131072,132.18
24,262144,183.46
24,524288,260.26
24,1048576,337.49
26,2,2.25
26,4,2.26
26,8,2.26
26,16,2.23
26,32,2.55
26,64,2.52
26,128,6.04
26,256,6.40
26,512,7.36
26,1024,10.17
26,2048,12.73
26,4096,17.72
26,8192,27.09
26,16384,27.43
26,32768,44.20
26,65536,68.79
26,131072,125.99
26,262144,173.18
26,524288,269.47
26,1048576,331.85
28,2,2.32
28,4,2.30
28,8,2.37
28,16,2.34
28,32,2.56
28,64,2.53
28,128,6.31
28,256,6.43
28,512,7.50
28,1024,10.41
28,2048,13.38
28,4096,18.72
28,8192,28.89
28,16384,26.79
