Processes,Size,Latency
16,1024,5.27
16,2048,7.02
16,4096,9.83
16,8192,14.65
16,16384,12.98
16,32768,19.54
16,65536,33.22
16,131072,65.13
16,262144,175.74
16,524288,351.11
16,1048576,651.18
18,2,2.65
18,4,2.71
18,8,2.84
18,16,2.66
18,32,2.72
18,64,2.91
18,128,3.94
18,256,4.53
18,512,4.73
18,1024,5.89
18,2048,7.47
18,4096,10.44
18,8192,15.23
18,16384,13.52
18,32768,21.15
18,65536,35.08
18,131072,97.43
18,262144,199.77
18,524288,396.33
18,1048576,744.89
20,2,2.82
20,4,2.76
20,8,2.74
20,16,2.77
20,32,2.95
20,64,3.18
20,128,4.14
20,256,4.71
20,512,5.02
20,1024,6.40
20,2048,8.02
20,4096,11.77
20,8192,17.53
20,16384,14.96
20,32768,22.69
20,65536,37.94
20,131072,108.70
20,262144,201.31
20,524288,409.53
20,1048576,831.46
22,2,2.71
22,4,2.77
22,8,2.67
22,16,2.76
22,32,2.84
22,64,3.00
22,128,4.10
22,256,4.76
22,512,5.09
22,1024,6.51
22,2048,8.15
22,4096,12.45
22,8192,18.22
22,16384,15.02
22,32768,23.71
22,65536,44.20
22,131072,118.88
22,262144,238.33
22,524288,478.40
22,1048576,887.43
24,2,2.89
24,4,3.19
24,8,2.88
24,16,2.88
24,32,3.17
24,64,3.37
24,128,4.47
24,256,5.14
24,512,5.49
24,1024,6.98
24,2048,9.13
24,4096,13.49
24,8192,20.05
24,16384,15.58
24,32768,28.48
24,65536,50.60
24,131072,127.60
24,262144,257.11
24,524288,532.19
24,1048576,999.75
26,2,2.78
26,4,3.09
26,8,2.87
26,16,2.76
26,32,3.12
26,64,3.23
26,128,4.57
26,256,5.16
26,512,5.70
26,1024,7.33
26,2048,9.12
26,4096,13.97
26,8192,20.40
26,16384,17.09
26,32768,26.11
26,65536,45.23
26,131072,122.82
26,262144,281.64
26,524288,561.59
26,1048576,1052.32
28,2,3.09
28,4,3.33
28,8,3.04
28,16,2.99
28,32,3.31
28,64,3.47
28,128,4.85
28,256,5.50
28,512,5.76
28,1024,7.66
28,2048,9.96
28,4096,15.51
28,8192,22.08
28,16384,17.31
28,32768,30.89
28,65536,48.86
28,131072,150.34
28,262144,278.45
28,524288,599.50
28,1048576,1137.98
30,2,3.05
30,4,3.30
30,8,3.05
30,16,3.09
30,32,3.31
30,64,3.48
30,128,4.97
30,256,5.69
30,512,6.01
30,1024,8.04
30,2048,10.37
30,4096,16.13
30,8192,23.66
30,16384,18.36
30,32768,30.60
30,65536,57.51
30,131072,159.68
30,262144,319.24
30,524288,642.83
30,1048576,1234.89
32,2,3.39
32,4,3.79
32,8,3.39
32,16,3.43
32,32,3.82
32,64,3.67
32,128,5.52
32,256,6.38
32,512,6.60
32,1024,8.79
32,2048,11.28
32,4096,17.00
32,8192,25.77
32,16384,18.94
32,32768,30.58
32,65536,54.31
32,131072,170.99
32,262144,344.06
32,524288,639.47
32,1048576,1266.82
34,2,3.81
34,4,3.80
34,8,3.68
34,16,3.85
34,32,4.04
34,64,4.14
34,128,6.00
34,256,6.71
34,512,7.08
34,1024,9.38
34,2048,11.75
34,4096,17.48
34,8192,26.40
34,16384,22.01
34,32768,32.82
34,65536,57.45
34,131072,180.91
34,262144,369.18
34,524288,686.02
34,1048576,1345.77
36,2,3.84
36,4,3.91
36,8,3.84
36,16,3.83
36,32,4.05
36,64,4.31
36,128,6.07
36,256,6.85
36,512,7.40
36,1024,9.54
36,2048,12.99
36,4096,19.37
36,8192,27.92
36,16384,20.72
36,32768,34.69
36,65536,59.59
36,131072,193.22
36,262144,378.94
36,524288,774.06
36,1048576,1396.87
38,2,3.90
38,4,3.78
38,8,3.86
38,16,3.77
38,32,4.10
38,64,4.28
38,128,6.06
38,256,6.87
38,512,7.34
38,1024,9.73
38,2048,13.09
38,4096,20.15
38,8192,29.86
38,16384,22.38
38,32768,38.63
38,65536,63.89
38,131072,203.46
38,262144,405.37
38,524288,819.83
38,1048576,1564.91
40,2,3.95
40,4,3.94
40,8,3.97
40,16,3.93
40,32,4.17
40,64,4.57
40,128,6.53
40,256,7.28
40,512,7.73
40,1024,10.09
40,2048,14.28
40,4096,21.30
40,8192,32.17
40,16384,21.64
40,32768,36.57
40,65536,65.17
40,131072,211.76
40,262144,423.78
40,524288,862.98
40,1048576,1661.66
42,2,4.39
42,4,3.94
42,8,3.94
42,16,4.04
42,32,4.40
42,64,4.49
42,128,6.60
42,256,7.38
42,512,7.96
42,1024,10.33
42,2048,14.77
42,4096,21.20
42,8192,32.42
42,16384,23.26
42,32768,38.26
42,65536,67.75
42,131072,223.61
42,262144,450.08
42,524288,891.73
42,1048576,1681.72
44,2,4.45
44,4,4.19
44,8,4.21
44,16,4.14
44,32,4.55
44,64,4.60
44,128,7.00
44,256,7.71
44,512,8.28
44,1024,10.90
44,2048,14.73
44,4096,22.55
44,8192,35.01
44,16384,23.54
44,32768,39.44
44,65536,70.44
44,131072,234.04
44,262144,470.22
44,524288,960.32
44,1048576,1808.74
46,2,4.49
46,4,4.30
46,8,4.21
46,16,4.13
46,32,4.59
46,64,4.62
46,128,6.96
46,256,7.76
46,512,8.46
46,1024,11.03
46,2048,15.56
46,4096,24.99
46,8192,35.80
46,16384,25.25
46,32768,44.85
46,65536,73.22
46,131072,244.27
46,262144,490.70
46,524288,997.24
46,1048576,1923.20
48,2,4.49
48,4,4.47
48,8,4.50
48,16,4.52
48,32,4.93
48,64,4.92
48,128,7.43
48,256,8.24
48,512,8.91
48,1024,11.64
48,2048,16.15
48,4096,24.68
48,8192,37.98
48,16384,26.76
48,32768,43.66
48,65536,75.81
48,131072,252.46
48,262144,455.48
48,524288,966.55
48,1048576,1957.02
