Processes,Size,Latency
46,512,4.87
46,1024,5.65
46,2048,7.34
46,4096,10.03
46,8192,14.50
46,16384,20.57
46,32768,32.16
46,65536,55.85
46,131072,114.74
46,262144,248.39
46,524288,486.56
46,1048576,797.24
48,2,3.01
48,4,2.96
48,8,2.91
48,16,2.90
48,32,3.24
48,64,3.54
48,128,4.19
48,256,4.52
48,512,4.95
48,1024,5.75
48,2048,7.59
48,4096,10.49
48,8192,14.96
48,16384,20.80
48,32768,32.85
48,65536,56.40
48,131072,96.50
48,262144,247.99
48,524288,494.05
48,1048576,898.78
