Processes,Size,Latency
46,256,5.80
46,512,6.06
46,1024,7.13
46,2048,9.12
46,4096,13.40
46,8192,20.12
46,16384,39.61
46,32768,56.98
46,65536,90.78
46,131072,153.82
46,262144,282.98
46,524288,547.63
46,1048576,1100.18
48,2,4.23
48,4,4.13
48,8,4.14
48,16,4.18
48,32,4.54
48,64,4.63
48,128,5.62
48,256,6.07
48,512,6.32
48,1024,7.49
48,2048,9.23
48,4096,13.49
48,8192,20.20
48,16384,40.08
48,32768,57.54
48,65536,91.45
48,131072,157.95
48,262144,296.20
48,524288,571.99
48,1048576,1125.88
