Processes,Size,Latency
16,4096,10.37
16,8192,14.85
16,16384,24.84
16,32768,44.92
16,65536,88.04
16,131072,182.88
16,262144,238.15
16,524288,412.72
16,1048576,873.95
18,2,2.70
18,4,2.65
18,8,3.10
18,16,2.63
18,32,2.84
18,64,3.15
18,128,3.96
18,256,4.61
18,512,5.22
18,1024,6.07
18,2048,7.71
18,4096,10.66
18,8192,15.49
18,16384,26.52
18,32768,50.06
18,65536,100.45
18,131072,206.61
18,262144,261.92
18,524288,458.10
18,1048576,970.06
20,2,2.81
20,4,2.81
20,8,2.83
20,16,2.75
20,32,2.97
20,64,3.24
20,128,4.23
20,256,4.84
20,512,5.57
20,1024,6.52
20,2048,8.61
20,4096,11.98
20,8192,17.90
20,16384,30.50
20,32768,53.31
20,65536,116.82
20,131072,227.42
20,262144,292.05
20,524288,506.50
20,1048576,1066.89
22,2,2.73
22,4,2.71
22,8,2.72
22,16,2.73
22,32,2.91
22,64,3.19
22,128,4.15
22,256,4.88
22,512,5.60
22,1024,6.60
22,2048,8.81
22,4096,12.37
22,8192,18.49
22,16384,31.81
22,32768,57.82
22,65536,120.63
22,131072,248.57
22,262144,317.89
22,524288,554.82
22,1048576,1161.40
24,2,2.88
24,4,3.09
24,8,2.91
24,16,2.89
24,32,3.17
24,64,3.38
24,128,4.49
24,256,5.18
24,512,6.16
24,1024,7.23
24,2048,9.73
24,4096,13.55
24,8192,20.19
24,16384,34.51
24,32768,65.78
24,65536,133.86
24,131072,277.00
24,262144,340.40
24,524288,600.85
24,1048576,1265.62
26,2,2.84
26,4,3.20
26,8,2.88
26,16,2.85
26,32,3.10
26,64,3.35
26,128,4.76
26,256,5.24
26,512,6.22
26,1024,7.35
26,2048,9.81
26,4096,14.38
26,8192,21.41
26,16384,36.12
26,32768,66.98
26,65536,146.58
26,131072,309.13
26,262144,369.97
26,524288,647.25
26,1048576,1364.19
28,2,3.04
28,4,3.13
28,8,3.04
28,16,3.03
28,32,3.31
28,64,3.48
28,128,4.98
28,256,5.58
28,512,6.59
28,1024,7.71
28,2048,10.36
28,4096,15.46
28,8192,23.01
28,16384,39.25
28,32768,75.54
28,65536,155.49
28,131072,317.86
28,262144,398.73
28,524288,695.27
28,1048576,1481.38
30,2,3.11
30,4,3.05
30,8,3.05
30,16,3.07
30,32,3.39
30,64,3.53
30,128,4.92
30,256,5.70
30,512,6.68
30,1024,8.00
30,2048,11.33
30,4096,15.72
30,8192,24.24
30,16384,41.72
30,32768,81.39
30,65536,169.34
30,131072,360.10
30,262144,422.70
30,524288,743.37
30,1048576,1605.91
32,2,3.43
32,4,3.65
32,8,3.42
32,16,3.39
32,32,3.58
32,64,3.80
32,128,5.51
32,256,6.30
32,512,7.20
32,1024,8.92
32,2048,12.49
32,4096,17.10
32,8192,26.45
32,16384,45.79
32,32768,88.00
32,65536,185.29
32,131072,373.20
32,262144,440.97
32,524288,799.14
32,1048576,1663.26
34,2,3.78
34,4,3.84
34,8,3.73
34,16,3.83
34,32,4.08
34,64,4.30
34,128,5.93
34,256,6.73
34,512,7.72
34,1024,9.43
34,2048,12.76
34,4096,18.01
34,8192,28.59
34,16384,46.28
34,32768,90.99
34,65536,193.18
34,131072,401.27
34,262144,465.17
34,524288,830.80
34,1048576,1787.87
36,2,3.82
36,4,3.86
36,8,3.96
36,16,3.96
36,32,4.08
36,64,4.41
36,128,6.12
36,256,6.91
36,512,7.81
36,1024,9.78
36,2048,13.64
36,4096,19.47
36,8192,29.70
36,16384,50.60
36,32768,102.86
36,65536,210.87
36,131072,431.21
36,262144,491.85
36,524288,877.53
36,1048576,1889.07
38,2,4.21
38,4,3.84
38,8,3.89
38,16,3.82
38,32,4.09
38,64,4.31
38,128,6.29
38,256,6.96
38,512,8.00
38,1024,10.00
38,2048,14.41
38,4096,20.06
38,8192,30.51
38,16384,52.48
38,32768,102.34
38,65536,225.50
38,131072,466.61
38,262144,524.09
38,524288,926.90
38,1048576,2034.61
40,2,4.53
40,4,4.00
40,8,4.03
40,16,3.98
40,32,4.33
40,64,4.58
40,128,6.55
40,256,7.35
40,512,8.38
40,1024,10.62
40,2048,14.83
40,4096,21.06
40,8192,32.31
40,16384,54.45
40,32768,114.89
40,65536,237.35
40,131072,488.62
40,262144,551.53
40,524288,984.11
40,1048576,2126.03
42,2,4.24
42,4,3.98
42,8,4.03
42,16,4.00
42,32,4.22
42,64,4.61
42,128,6.65
42,256,7.40
42,512,8.36
42,1024,10.84
42,2048,14.87
42,4096,21.71
42,8192,33.32
42,16384,59.46
42,32768,117.63
42,65536,255.77
42,131072,587.76
42,262144,576.14
42,524288,1036.10
42,1048576,2265.91
44,2,4.54
44,4,4.30
44,8,4.27
44,16,4.27
44,32,4.53
44,64,4.58
44,128,6.94
44,256,7.73
44,512,8.76
44,1024,11.21
44,2048,16.21
44,4096,22.95
44,8192,34.28
44,16384,62.57
44,32768,121.29
44,65536,262.85
44,131072,554.47
44,262144,603.24
44,524288,1082.00
44,1048576,2367.29
46,2,4.37
46,4,4.32
46,8,4.34
46,16,4.31
46,32,4.56
46,64,4.85
46,128,7.03
46,256,7.83
46,512,8.89
46,1024,11.49
46,2048,16.16
46,4096,24.06
46,8192,35.88
46,16384,65.39
46,32768,136.39
46,65536,280.48
46,131072,655.63
46,262144,633.36
46,524288,1137.05
