Processes,Size,Latency
40,2,3.19
40,4,3.38
40,8,3.26
40,16,3.38
40,32,3.84
40,64,4.28
40,128,5.04
40,256,5.90
40,512,7.65
40,1024,10.68
40,2048,14.95
40,4096,22.03
40,8192,36.38
40,16384,56.03
40,32768,122.90
40,65536,247.79
40,131072,511.87
40,262144,1204.70
40,524288,3112.04
40,1048576,6920.81
42,2,2.92
42,4,3.11
42,8,3.18
42,16,3.27
42,32,3.76
42,64,4.05
42,128,4.83
42,256,5.93
42,512,7.67
42,1024,10.40
42,2048,14.87
42,4096,22.20
42,8192,36.75
42,16384,59.08
42,32768,124.23
42,65536,255.62
42,131072,527.07
42,262144,1239.20
42,524288,3160.14
42,1048576,6950.88
44,2,2.99
44,4,2.97
44,8,3.10
44,16,3.13
44,32,3.63
44,64,3.98
44,128,4.80
44,256,6.02
44,512,7.72
44,1024,10.97
44,2048,15.88
44,4096,22.70
44,8192,37.63
44,16384,60.91
44,32768,131.99
44,65536,262.20
44,131072,541.69
44,262144,1263.96
44,524288,3174.34
44,1048576,7188.22
46,2,3.02
46,4,2.92
46,8,3.03
46,16,3.15
46,32,3.59
46,64,3.87
46,128,4.67
46,256,5.82
46,512,7.81
46,1024,10.77
46,2048,15.57
46,4096,24.10
46,8192,40.46
46,16384,64.25
46,32768,140.37
46,65536,274.22
46,131072,570.37
46,262144,1282.41
46,524288,3281.19
46,1048576,7300.84
48,2,2.84
48,4,2.88
48,8,2.96
48,16,3.26
48,32,3.63
48,64,3.91
48,128,4.79
48,256,5.94
48,512,8.08
48,1024,11.06
48,2048,16.08
48,4096,24.69
48,8192,41.40
48,16384,80.80
48,32768,143.61
48,65536,294.06
48,131072,605.88
48,262144,1403.12
48,524288,3419.76
48,1048576,7961.38
