Processes,Size,Latency
14,2048,6.04
14,4096,8.46
14,8192,11.72
14,16384,17.08
14,32768,25.23
14,65536,42.68
14,131072,72.69
14,262144,134.57
14,524288,290.50
14,1048576,550.53
16,2,2.44
16,4,2.46
16,8,2.43
16,16,2.40
16,32,2.41
16,64,3.16
16,128,3.05
16,256,4.07
16,512,4.60
16,1024,4.92
16,2048,6.11
16,4096,8.40
16,8192,12.01
16,16384,17.99
16,32768,27.13
16,65536,45.06
16,131072,78.13
16,262144,144.51
16,524288,290.15
16,1048576,547.37
18,2,3.00
18,4,3.04
18,8,3.10
18,16,3.06
18,32,3.05
18,64,3.74
18,128,3.76
18,256,4.67
18,512,5.35
18,1024,5.82
18,2048,6.76
18,4096,9.06
18,8192,13.02
18,16384,19.24
18,32768,29.59
18,65536,48.56
18,131072,84.19
18,262144,156.92
18,524288,367.40
18,1048576,701.03
20,2,2.78
20,4,2.82
20,8,2.81
20,16,2.78
20,32,2.76
20,64,3.44
20,128,3.54
20,256,4.52
20,512,5.00
20,1024,5.53
20,2048,6.86
20,4096,9.11
20,8192,12.85
20,16384,19.16
20,32768,30.59
20,65536,49.78
20,131072,90.63
20,262144,166.95
20,524288,376.18
20,1048576,734.07
22,2,2.81
22,4,2.81
22,8,2.87
22,16,2.86
22,32,2.78
22,64,3.59
22,128,3.66
22,256,4.66
22,512,5.08
22,1024,5.52
22,2048,6.71
22,4096,9.39
22,8192,13.64
22,16384,19.89
22,32768,32.07
22,65536,53.00
22,131072,95.65
22,262144,178.18
22,524288,390.24
22,1048576,753.45
24,2,2.87
24,4,2.82
24,8,2.81
24,16,2.74
24,32,2.83
24,64,3.44
24,128,3.64
24,256,4.60
24,512,5.11
24,1024,5.74
24,2048,6.86
24,4096,9.46
24,8192,13.44
24,16384,20.40
24,32768,32.66
24,65536,54.96
24,131072,98.82
24,262144,184.62
24,524288,396.48
24,1048576,779.14
26,2,2.94
26,4,2.89
26,8,2.86
26,16,2.84
26,32,2.99
26,64,3.45
26,128,3.61
26,256,4.65
26,512,5.23
26,1024,5.74
26,2048,7.06
26,4096,9.67
26,8192,13.84
26,16384,21.43
26,32768,34.20
26,65536,57.83
26,131072,104.78
26,262144,195.51
26,524288,425.12
26,1048576,832.27
28,2,2.88
28,4,2.84
28,8,2.84
28,16,2.78
28,32,2.83
28,64,3.46
28,128,3.71
28,256,4.63
28,512,5.28
28,1024,5.82
28,2048,7.29
28,4096,10.12
28,8192,14.44
28,16384,22.81
28,32768,35.13
28,65536,59.29
28,131072,109.01
28,262144,204.02
28,524288,443.60
28,1048576,867.21
30,2,2.83
30,4,2.85
30,8,2.91
30,16,2.82
30,32,2.85
30,64,3.51
30,128,3.70
30,256,4.83
30,512,5.30
30,1024,5.96
30,2048,7.49
30,4096,10.26
30,8192,14.82
30,16384,23.66
30,32768,36.56
30,65536,62.84
30,131072,114.15
30,262144,215.68
30,524288,450.69
30,1048576,891.31
32,2,2.86
32,4,2.83
32,8,2.86
32,16,2.79
32,32,2.85
32,64,3.71
32,128,3.61
32,256,4.83
32,512,5.35
32,1024,5.93
32,2048,7.42
32,4096,10.26
32,8192,15.01
32,16384,23.23
32,32768,37.65
32,65536,64.89
32,131072,118.31
32,262144,222.85
32,524288,465.50
32,1048576,913.52
34,2,3.49
34,4,3.46
34,8,3.44
34,16,3.44
34,32,3.41
34,64,4.17
34,128,4.26
34,256,5.51
34,512,5.97
34,1024,6.53
34,2048,7.97
34,4096,11.00
34,8192,15.81
34,16384,25.25
34,32768,40.31
34,65536,69.02
34,131072,124.55
34,262144,238.06
34,524288,511.98
34,1048576,993.65
36,2,3.21
36,4,3.21
36,8,3.19
36,16,3.18
36,32,3.17
36,64,3.95
36,128,4.25
36,256,5.25
36,512,5.93
36,1024,6.63
36,2048,8.27
36,4096,11.28
36,8192,16.39
36,16384,25.81
36,32768,42.12
36,65536,71.10
36,131072,129.30
36,262144,245.67
36,524288,521.84
36,1048576,1024.15
38,2,3.26
38,4,3.29
38,8,3.20
38,16,3.24
38,32,3.27
38,64,3.84
38,128,4.04
38,256,5.33
38,512,5.87
38,1024,6.47
38,2048,8.17
38,4096,11.19
38,8192,16.15
38,16384,25.97
38,32768,43.93
38,65536,72.83
38,131072,134.26
38,262144,256.46
38,524288,542.49
38,1048576,1052.80
40,2,3.25
40,4,3.14
40,8,3.21
40,16,3.17
40,32,3.24
40,64,3.81
40,128,4.00
40,256,5.26
40,512,5.77
40,1024,6.54
40,2048,8.26
40,4096,11.38
40,8192,16.88
40,16384,26.60
40,32768,44.73
40,65536,75.03
40,131072,138.73
40,262144,265.56
40,524288,552.46
40,1048576,1094.87
42,2,3.23
42,4,3.18
42,8,3.18
42,16,3.15
42,32,3.23
42,64,3.81
42,128,4.06
42,256,5.33
42,512,5.80
42,1024,6.52
42,2048,8.26
42,4096,11.44
42,8192,17.44
42,16384,27.65
42,32768,45.84
42,65536,77.53
42,131072,144.21
42,262144,276.76
42,524288,574.05
42,1048576,1143.04
44,2,3.20
44,4,3.13
44,8,3.10
44,16,3.11
44,32,3.19
44,64,3.76
44,128,4.00
44,256,5.24
44,512,5.87
44,1024,6.50
44,2048,8.46
44,4096,11.24
44,8192,17.23
44,16384,27.89
44,32768,47.12
44,65536,80.19
44,131072,148.17
44,262144,287.02
44,524288,589.68
44,1048576,1174.82
46,2,3.21
46,4,3.19
46,8,3.22
46,16,3.19
46,32,3.19
46,64,3.77
46,128,4.13
46,256,5.36
46,512,6.06
46,1024,6.71
46,2048,8.48
46,4096,11.68
46,8192,17.31
46,16384,28.36
46,32768,49.14
46,65536,82.76
46,131072,154.78
46,262144,302.02
46,524288,624.39
46,1048576,1229.16
48,2,3.22
48,4,3.18
48,8,3.15
48,16,3.12
48,32,3.15
48,64,3.86
48,128,4.03
48,256,5.31
48,512,5.86
48,1024,6.60
48,2048,8.85
48,4096,11.71
48,8192,17.63
48,16384,29.48
48,32768,50.11
48,65536,86.12
48,131072,159.56
48,262144,309.85
48,524288,631.06
48,1048576,1248.54
