Processes,Size,Latency
44,8,3.64
44,16,3.58
44,32,3.57
44,64,4.32
44,128,4.22
44,256,5.23
44,512,5.61
44,1024,5.95
44,2048,7.47
44,4096,9.92
44,8192,13.84
44,16384,22.25
44,32768,35.42
44,65536,61.70
44,131072,116.46
44,262144,225.62
44,524288,571.26
44,1048576,1105.53
46,2,3.69
46,4,3.70
46,8,3.66
46,16,3.75
46,32,3.70
46,64,4.33
46,128,4.31
46,256,5.40
46,512,5.87
46,1024,6.18
46,2048,7.59
46,4096,10.11
46,8192,14.21
46,16384,22.63
46,32768,36.59
46,65536,64.70
46,131072,122.13
46,262144,236.22
46,524288,584.44
46,1048576,1181.98
48,2,3.93
48,4,3.95
48,8,3.91
48,16,3.93
48,32,3.92
48,64,4.57
48,128,4.56
48,256,5.75
48,512,6.06
48,1024,6.53
48,2048,7.96
48,4096,10.58
48,8192,15.05
48,16384,23.69
48,32768,38.31
48,65536,68.05
48,131072,127.08
48,262144,247.16
48,524288,624.07
48,1048576,1210.97
