Processes,Size,Latency
26,16,2.24
26,32,2.57
26,64,2.41
26,128,5.95
26,256,6.13
26,512,6.60
26,1024,9.82
26,2048,12.38
26,4096,17.11
26,8192,26.38
26,16384,31.16
26,32768,55.15
26,65536,113.55
26,131072,230.94
26,262144,420.39
26,524288,911.48
26,1048576,1733.92
28,2,2.36
28,4,2.35
28,8,2.24
28,16,2.30
28,32,2.54
28,64,2.52
28,128,6.25
28,256,6.35
28,512,6.79
28,1024,9.96
28,2048,12.94
28,4096,18.12
28,8192,28.49
28,16384,30.87
28,32768,53.71
28,65536,109.34
28,131072,221.12
28,262144,443.98
28,524288,902.33
28,1048576,1677.92
30,2,2.29
30,4,2.31
30,8,2.34
30,16,2.32
30,32,2.61
30,64,2.56
30,128,6.34
30,256,6.56
30,512,7.06
30,1024,10.42
30,2048,13.12
30,4096,18.73
30,8192,28.95
30,16384,29.07
30,32768,52.67
30,65536,106.79
30,131072,213.71
30,262144,440.83
30,524288,844.33
30,1048576,1465.60
32,2,3.35
32,4,3.58
32,8,3.35
32,16,3.40
32,32,3.77
32,64,3.68
32,128,7.54
32,256,8.08
32,512,8.51
32,1024,11.94
32,2048,14.95
32,4096,20.79
32,8192,31.41
32,16384,28.96
32,32768,50.13
32,65536,102.95
32,131072,202.11
32,262144,428.32
32,524288,845.19
32,1048576,1525.07
34,2,5.55
34,4,5.11
34,8,5.17
34,16,5.11
34,32,5.42
34,64,5.40
34,128,9.63
34,256,9.98
34,512,10.32
34,1024,13.85
34,2048,16.78
34,4096,23.71
34,8192,34.76
34,16384,31.75
34,32768,53.55
34,65536,102.23
34,131072,212.89
34,262144,428.90
34,524288,820.55
34,1048576,1569.35
36,2,5.54
36,4,5.04
36,8,5.13
36,16,5.05
36,32,5.41
36,64,5.41
36,128,9.68
36,256,10.00
36,512,10.66
36,1024,14.21
36,2048,17.38
36,4096,23.52
36,8192,35.51
36,16384,31.19
36,32768,53.17
36,65536,100.49
36,131072,213.03
36,262144,427.35
36,524288,770.19
36,1048576,1555.74
38,2,5.31
38,4,5.02
38,8,5.07
38,16,5.05
38,32,5.40
38,64,5.40
38,128,9.84
38,256,10.18
38,512,10.68
38,1024,14.47
38,2048,17.93
38,4096,24.48
38,8192,36.56
38,16384,30.91
38,32768,52.46
38,65536,102.90
38,131072,215.85
38,262144,434.49
38,524288,871.97
38,1048576,1569.39
40,2,5.39
40,4,5.09
40,8,5.09
40,16,5.08
40,32,5.32
40,64,5.47
40,128,10.07
40,256,10.55
40,512,11.03
40,1024,14.63
40,2048,18.56
40,4096,25.73
40,8192,38.14
40,16384,31.37
40,32768,53.06
40,65536,107.41
40,131072,219.67
40,262144,431.94
40,524288,901.14
40,1048576,1563.01
42,2,5.24
42,4,5.10
42,8,5.05
42,16,5.11
42,32,5.43
42,64,5.41
42,128,10.03
42,256,10.56
42,512,11.12
42,1024,14.72
42,2048,18.49
42,4096,25.30
42,8192,38.69
42,16384,31.33
42,32768,52.37
42,65536,107.56
42,131072,233.30
42,262144,455.89
42,524288,908.96
42,1048576,1652.90
44,2,5.28
44,4,5.15
44,8,5.13
44,16,5.13
44,32,5.32
44,64,5.48
44,128,9.93
44,256,10.69
44,512,11.02
44,1024,15.11
44,2048,19.23
44,4096,26.80
44,8192,39.77
44,16384,31.97
44,32768,55.40
44,65536,105.47
44,131072,237.61
44,262144,466.21
44,524288,935.87
44,1048576,1818.08
46,2,5.13
46,4,5.08
46,8,5.20
46,16,5.25
46,32,5.45
46,64,5.70
46,128,10.41
46,256,10.76
46,512,11.24
46,1024,15.14
46,2048,19.28
46,4096,26.87
46,8192,41.50
46,16384,31.65
46,32768,56.12
46,65536,110.23
46,131072,205.09
46,262144,487.34
46,524288,972.26
46,1048576,1749.12
48,2,5.26
48,4,5.31
48,8,5.26
48,16,5.19
48,32,5.60
48,64,5.71
48,128,10.38
48,256,10.82
48,512,11.40
48,1024,15.41
48,2048,19.84
48,4096,27.84
48,8192,41.69
48,16384,33.18
48,32768,58.02
48,65536,112.64
48,131072,256.53
48,262144,508.42
48,524288,1016.93
48,1048576,1921.05
