Processes,Size,Latency
42,32768,47.69
42,65536,73.84
42,131072,163.02
42,262144,302.27
42,524288,494.49
42,1048576,918.88
44,2,2.85
44,4,2.92
44,8,2.99
44,16,3.19
44,32,3.59
44,64,4.00
44,128,4.72
44,256,5.85
44,512,11.79
44,1024,15.46
44,2048,19.56
44,4096,27.09
44,8192,37.82
44,16384,27.61
44,32768,48.23
44,65536,94.28
44,131072,172.50
44,262144,308.25
44,524288,575.39
44,1048576,1018.42
46,2,2.88
46,4,2.92
46,8,3.00
46,16,3.13
46,32,3.64
46,64,3.92
46,128,4.74
46,256,5.86
46,512,12.05
46,1024,15.42
46,2048,19.61
46,4096,28.02
46,8192,39.63
46,16384,29.82
46,32768,50.58
46,65536,97.83
46,131072,188.49
46,262144,355.70
46,524288,605.02
46,1048576,1151.52
48,2,3.12
48,4,2.87
48,8,2.96
48,16,3.24
48,32,3.56
48,64,3.93
48,128,4.85
48,256,5.98
48,512,12.21
48,1024,15.99
48,2048,20.63
48,4096,28.43
48,8192,40.91
48,16384,31.44
48,32768,52.25
48,65536,103.30
48,131072,204.75
48,262144,373.93
48,524288,664.30
48,1048576,1274.77
