Processes,Size,Latency
24,1024,7.05
24,2048,9.62
24,4096,13.29
24,8192,19.04
24,16384,27.31
24,32768,38.43
24,65536,59.47
24,131072,143.99
24,262144,308.76
24,524288,594.11
24,1048576,1194.29
26,2,4.35
26,4,4.32
26,8,4.32
26,16,4.35
26,32,4.53
26,64,5.33
26,128,5.49
26,256,6.37
26,512,6.88
26,1024,7.88
26,2048,10.71
26,4096,14.24
26,8192,20.05
26,16384,28.41
26,32768,42.45
26,65536,73.39
26,131072,151.48
26,262144,282.08
26,524288,524.30
26,1048576,957.04
28,2,4.61
28,4,4.65
28,8,4.61
28,16,4.66
28,32,4.78
28,64,5.81
28,128,5.77
28,256,6.92
28,512,7.35
28,1024,8.32
28,2048,11.33
28,4096,15.46
28,8192,21.58
28,16384,29.22
28,32768,40.73
28,65536,62.89
28,131072,129.60
28,262144,243.33
28,524288,448.20
28,1048576,863.39
30,2,4.42
30,4,4.46
30,8,4.42
30,16,4.43
30,32,4.59
30,64,5.85
30,128,5.42
30,256,6.66
30,512,7.25
30,1024,8.29
30,2048,11.19
30,4096,15.55
30,8192,22.02
30,16384,31.11
30,32768,43.66
30,65536,67.50
30,131072,170.05
30,262144,375.38
30,524288,692.22
30,1048576,1315.15
32,2,4.88
32,4,4.92
32,8,4.90
32,16,4.92
32,32,5.02
32,64,6.69
32,128,6.65
32,256,8.37
32,512,8.78
32,1024,9.80
32,2048,13.23
32,4096,18.20
32,8192,25.38
32,16384,33.71
32,32768,48.18
32,65536,74.51
32,131072,190.98
32,262144,439.41
32,524288,841.66
32,1048576,1668.18
34,2,5.60
34,4,5.69
34,8,5.58
34,16,5.63
34,32,5.88
34,64,7.31
34,128,8.01
34,256,9.27
34,512,10.01
34,1024,11.45
34,2048,15.17
34,4096,20.33
34,8192,28.16
34,16384,34.82
34,32768,50.14
34,65536,87.70
34,131072,164.73
34,262144,406.51
34,524288,674.04
34,1048576,1269.14
36,2,6.23
36,4,6.29
36,8,6.27
36,16,6.31
36,32,6.44
36,64,8.15
36,128,8.68
36,256,10.07
36,512,10.80
36,1024,12.22
36,2048,16.26
36,4096,21.67
36,8192,29.91
36,16384,37.02
36,32768,50.73
36,65536,78.78
36,131072,174.80
36,262144,297.00
36,524288,550.11
36,1048576,1045.45
38,2,5.96
38,4,5.95
38,8,5.94
38,16,5.96
38,32,6.16
38,64,7.64
38,128,7.92
38,256,9.53
38,512,10.34
38,1024,11.48
38,2048,16.05
38,4096,21.40
38,8192,29.82
38,16384,39.27
38,32768,54.66
38,65536,84.33
38,131072,256.71
38,262144,460.44
38,524288,839.65
38,1048576,1566.07
40,2,6.38
40,4,6.36
40,8,6.30
40,16,6.36
40,32,6.47
40,64,8.16
40,128,8.50
40,256,10.29
40,512,10.93
40,1024,12.34
40,2048,16.99
40,4096,23.18
40,8192,32.90
40,16384,43.19
40,32768,59.64
40,65536,92.32
40,131072,293.27
40,262144,530.39
40,524288,1012.47
40,1048576,1991.55
42,2,6.75
42,4,6.80
42,8,6.74
42,16,6.78
42,32,6.97
42,64,8.91
42,128,9.15
42,256,10.66
42,512,11.42
42,1024,13.44
42,2048,17.92
42,4096,23.56
42,8192,33.13
42,16384,45.21
42,32768,66.29
42,65536,106.72
42,131072,234.83
42,262144,445.35
42,524288,870.08
42,1048576,1455.43
44,2,6.87
44,4,6.95
44,8,6.97
44,16,6.94
44,32,7.24
44,64,9.42
44,128,9.52
44,256,11.30
44,512,12.20
44,1024,14.01
44,2048,18.46
44,4096,24.77
44,8192,34.24
44,16384,44.71
44,32768,62.48
44,65536,98.21
44,131072,205.56
44,262144,351.27
44,524288,649.22
44,1048576,1269.17
46,2,7.07
46,4,7.08
46,8,7.00
46,16,7.09
46,32,7.20
46,64,9.33
46,128,9.50
46,256,11.40
46,512,12.27
46,1024,13.82
46,2048,18.93
46,4096,25.78
46,8192,35.90
46,16384,47.53
46,32768,66.90
46,65536,102.56
46,131072,288.83
46,262144,524.32
46,524288,959.61
46,1048576,1784.67
48,2,7.38
48,4,7.32
48,8,7.37
48,16,7.61
48,32,7.84
48,64,9.57
48,128,9.83
48,256,12.06
48,512,13.20
48,1024,14.66
48,2048,19.83
48,4096,27.72
48,8192,39.10
48,16384,51.58
48,32768,71.39
48,65536,110.26
48,131072,322.99
48,262144,578.20
48,524288,1095.94
48,1048576,2174.94
